date,price
2019-09-11,630.3699951171875
2019-09-16,638.5900268554688
2019-09-17,644.280029296875
2019-09-18,645.1199951171875
2019-09-19,645.7100219726562
2019-09-20,649.0700073242188
2019-09-23,645.010009765625
2019-09-24,641.8499755859375
2019-09-25,626.760009765625
2019-09-26,628.4199829101562
2019-09-27,626.9299926757812
2019-09-30,621.760009765625
2019-10-01,632.0999755859375
2019-10-02,624.510009765625
2019-10-04,621.8400268554688
2019-10-07,627.2100219726562
2019-10-08,635.4099731445312
2019-10-10,634.72998046875
2019-10-11,632.9500122070312
2019-10-14,641.4600219726562
2019-10-15,646.7999877929688
2019-10-16,651.9600219726562
2019-10-17,649.2899780273438
2019-10-18,646.6900024414062
2019-10-21,649.1799926757812
2019-10-22,655.9099731445312
2019-10-23,658.97998046875
2019-10-24,658.75
2019-10-25,652.3699951171875
2019-10-28,652.4199829101562
2019-10-29,658.2999877929688
2019-10-30,655.0399780273438
2019-10-31,658.52001953125
2019-11-01,662.3400268554688
2019-11-04,668.4500122070312
2019-11-05,672.1799926757812
2019-11-06,669.6799926757812
2019-11-07,666.1500244140625
2019-11-08,664.5999755859375
2019-11-11,661.3699951171875
2019-11-12,665.1400146484375
2019-11-13,661.8499755859375
2019-11-14,663.3099975585938
2019-11-15,668.510009765625
2019-11-18,669.3400268554688
2019-11-19,662.530029296875
2019-11-20,649.8699951171875
2019-11-21,635.989990234375
2019-11-22,633.9199829101562
2019-11-25,647.4000244140625
2019-11-26,651.5900268554688
2019-11-27,647.3900146484375
2019-11-28,640.1799926757812
2019-11-29,632.989990234375
2019-12-02,634.5
2019-12-03,629.5800170898438
2019-12-04,625.27001953125
2019-12-05,617.5999755859375
2019-12-06,628.0999755859375
2019-12-09,627.8599853515625
2019-12-10,627.1099853515625
2019-12-11,629.1300048828125
2019-12-12,636.9400024414062
2019-12-13,643.4500122070312
2019-12-16,644.4400024414062
2019-12-17,650.5800170898438
2019-12-18,648.9500122070312
2019-12-19,647.8499755859375
2019-12-20,649.72998046875
2019-12-23,647.6199951171875
2019-12-24,638.9099731445312
2019-12-26,652.0700073242188
2019-12-27,661.239990234375
2019-12-30,669.8300170898438
2020-01-02,674.02001953125
2020-01-03,669.9299926757812
2020-01-06,655.3099975585938
2020-01-07,663.4400024414062
2020-01-08,640.9400024414062
2020-01-09,666.0900268554688
2020-01-10,673.030029296875
2020-01-13,679.219970703125
2020-01-14,678.7100219726562
2020-01-15,679.1599731445312
2020-01-16,686.52001953125
2020-01-17,688.4099731445312
2020-01-20,683.469970703125
2020-01-21,676.52001953125
2020-01-22,688.25
2020-01-23,685.5700073242188
2020-01-28,664.7000122070312
2020-01-29,670.1799926757812
2020-01-30,656.3900146484375
2020-01-31,642.47998046875
2020-02-03,646.8499755859375
2020-02-04,661.239990234375
2020-02-05,661.3200073242188
2020-02-06,672.6900024414062
2020-02-07,672.6300048828125
2020-02-10,676.0700073242188
2020-02-11,682.3400268554688
2020-02-12,686.5900268554688
2020-02-13,687.6099853515625
2020-02-14,688.9099731445312
2020-02-17,692.5900268554688
2020-02-18,682.9199829101562
2020-02-19,684.780029296875
2020-02-20,681.6599731445312
2020-02-21,667.989990234375
2020-02-24,639.2899780273438
2020-02-25,656.9500122070312
2020-02-26,654.6300048828125
2020-02-27,638.1699829101562
2020-02-28,610.72998046875
2020-03-02,627.6599731445312
2020-03-03,626.8200073242188
2020-03-04,641.72998046875
2020-03-05,650.1900024414062
2020-03-06,642.719970703125
2020-03-09,614.5999755859375
2020-03-10,619.969970703125
2020-03-11,595.6099853515625
2020-03-12,563.489990234375
2020-03-13,524.0
2020-03-16,504.510009765625
2020-03-17,514.72998046875
2020-03-18,485.1400146484375
2020-03-19,428.3500061035156
2020-03-20,467.75
2020-03-23,443.760009765625
2020-03-24,480.3999938964844
2020-03-25,505.67999267578125
2020-03-26,516.6099853515625
2020-03-27,522.8300170898438
2020-03-30,542.1099853515625
2020-03-31,569.0700073242188
2020-04-01,551.8400268554688
2020-04-02,567.7000122070312
2020-04-03,573.010009765625
2020-04-06,597.2100219726562
2020-04-07,606.9000244140625
2020-04-08,607.3699951171875
2020-04-09,615.9500122070312
2020-04-10,611.260009765625
2020-04-13,596.7100219726562
2020-04-14,610.2899780273438
2020-04-16,623.4299926757812
2020-04-17,634.7899780273438
2020-04-20,637.8200073242188
2020-04-21,628.77001953125
2020-04-22,635.1599731445312
2020-04-23,643.7899780273438
2020-04-24,632.9600219726562
2020-04-27,646.8599853515625
2020-04-28,644.9299926757812
2020-04-29,645.1799926757812
2020-05-04,641.9099731445312
2020-05-06,658.4000244140625
2020-05-07,668.1699829101562
2020-05-08,682.2999877929688
2020-05-11,685.0399780273438
2020-05-12,684.2100219726562
2020-05-13,691.530029296875
2020-05-14,690.5700073242188
2020-05-15,691.9299926757812
2020-05-18,690.8499755859375
2020-05-19,696.3599853515625
2020-05-20,708.760009765625
2020-05-21,716.02001953125
2020-05-22,708.5800170898438
2020-05-25,719.8900146484375
2020-05-26,729.1099853515625
2020-05-27,724.5900268554688
2020-05-28,708.75
2020-05-29,713.6799926757812
2020-06-01,735.719970703125
2020-06-02,743.5800170898438
2020-06-03,737.6599731445312
2020-06-04,742.3699951171875
2020-06-05,749.3099975585938
2020-06-08,753.0399780273438
2020-06-09,753.8200073242188
2020-06-10,758.6199951171875
2020-06-11,757.0599975585938
2020-06-12,746.0599975585938
2020-06-15,693.1500244140625
2020-06-16,735.3800048828125
2020-06-17,735.4000244140625
2020-06-18,737.3300170898438
2020-06-19,742.030029296875
2020-06-22,751.6400146484375
2020-06-23,753.22998046875
2020-06-24,759.5
2020-06-25,750.3599853515625
2020-06-26,750.5800170898438
2020-06-29,734.6900024414062
2020-06-30,737.969970703125
2020-07-01,727.5800170898438
2020-07-02,742.5499877929688
2020-07-03,752.1799926757812
2020-07-06,759.9000244140625
2020-07-07,759.1599731445312
2020-07-08,765.9600219726562
2020-07-09,772.9000244140625
2020-07-10,772.8099975585938
2020-07-13,781.1900024414062
2020-07-14,778.3900146484375
2020-07-15,781.2899780273438
2020-07-16,775.0700073242188
2020-07-17,783.219970703125
2020-07-20,781.9600219726562
2020-07-21,790.5800170898438
2020-07-22,794.989990234375
2020-07-23,801.6900024414062
2020-07-24,794.7999877929688
2020-07-27,801.22998046875
2020-07-28,807.8499755859375
2020-07-29,808.5900268554688
2020-07-30,814.1900024414062
2020-07-31,815.2999877929688
2020-08-03,827.5700073242188
2020-08-04,835.3499755859375
2020-08-05,847.280029296875
2020-08-06,854.1199951171875
2020-08-07,857.6300048828125
2020-08-10,862.760009765625
2020-08-11,860.22998046875
2020-08-12,845.5999755859375
2020-08-13,854.77001953125
2020-08-14,835.030029296875
2020-08-18,800.219970703125
2020-08-19,818.739990234375
2020-08-20,791.1400146484375
2020-08-21,796.010009765625
2020-08-24,815.739990234375
2020-08-25,836.3099975585938
2020-08-26,841.3499755859375
2020-08-27,836.4000244140625
2020-08-28,841.2999877929688
2020-08-31,848.239990234375
2020-09-01,853.3699951171875
2020-09-02,866.739990234375
2020-09-03,874.1300048828125
2020-09-04,866.0399780273438
2020-09-07,878.8800048828125
2020-09-08,878.2899780273438
2020-09-09,869.469970703125
2020-09-10,884.2999877929688
2020-09-11,888.4400024414062
2020-09-14,894.1699829101562
2020-09-15,899.4600219726562
2020-09-16,896.280029296875
2020-09-17,885.1799926757812
2020-09-18,888.8800048828125
2020-09-21,866.989990234375
2020-09-22,842.719970703125
2020-09-23,843.4500122070312
2020-09-24,806.9500122070312
2020-09-25,808.280029296875
2020-09-28,835.9099731445312
2020-09-29,848.1500244140625
2020-10-05,858.3900146484375
2020-10-06,862.5800170898438
2020-10-07,869.6599731445312
2020-10-08,871.6199951171875
2020-10-12,873.5
2020-10-13,871.9199829101562
2020-10-14,861.47998046875
2020-10-15,844.4400024414062
2020-10-16,833.8400268554688
2020-10-19,822.25
2020-10-20,824.6500244140625
2020-10-21,830.6699829101562
2020-10-22,812.7000122070312
2020-10-23,807.97998046875
2020-10-26,778.02001953125
2020-10-27,783.72998046875
2020-10-28,806.2000122070312
2020-10-29,813.9299926757812
2020-10-30,792.6500244140625
2020-11-02,802.9500122070312
2020-11-03,818.4600219726562
2020-11-04,826.969970703125
2020-11-05,844.7999877929688
2020-11-06,836.780029296875
2020-11-09,851.2100219726562
2020-11-10,840.7899780273438
2020-11-11,839.9000244140625
2020-11-12,840.0800170898438
2020-11-13,839.1400146484375
2020-11-16,847.3300170898438
2020-11-17,839.469970703125
2020-11-18,851.739990234375
2020-11-19,859.9400024414062
2020-11-20,870.1799926757812
2020-11-23,873.2899780273438
2020-11-24,872.0999755859375
2020-11-25,865.1199951171875
2020-11-26,874.530029296875
2020-11-27,885.5599975585938
2020-11-30,886.1099853515625
2020-12-01,891.2899780273438
2020-12-02,899.3400268554688
2020-12-03,907.6099853515625
2020-12-04,913.760009765625
2020-12-07,926.8800048828125
2020-12-08,906.8400268554688
2020-12-09,913.8099975585938
2020-12-10,921.7000122070312
2020-12-11,928.4400024414062
2020-12-14,929.5399780273438
2020-12-15,931.27001953125
2020-12-16,939.6500244140625
2020-12-17,944.0399780273438
2020-12-18,947.239990234375
2020-12-21,953.5800170898438
2020-12-22,928.72998046875
2020-12-23,923.1699829101562
2020-12-24,928.6799926757812
2020-12-28,927.0
2020-12-29,957.4099731445312
2020-12-30,968.4199829101562
2021-01-04,977.6199951171875
2021-01-05,985.760009765625
2021-01-06,981.3900146484375
2021-01-07,988.8599853515625
2021-01-08,987.7899780273438
2021-01-11,976.6300048828125
2021-01-12,973.719970703125
2021-01-13,979.1300048828125
2021-01-14,980.2899780273438
2021-01-15,964.4400024414062
2021-01-18,944.6699829101562
2021-01-19,957.75
2021-01-20,977.6599731445312
2021-01-21,981.4000244140625
2021-01-22,979.97998046875
2021-01-25,999.2999877929688
2021-01-26,994.0
2021-01-27,985.9199829101562
2021-01-28,961.22998046875
2021-01-29,928.72998046875
2021-02-01,956.9199829101562
2021-02-02,963.8099975585938
2021-02-03,970.6900024414062
2021-02-04,964.5800170898438
2021-02-05,967.4199829101562
2021-02-08,960.780029296875
2021-02-09,957.8499755859375
2021-02-10,964.3099975585938
2021-02-15,981.969970703125
2021-02-16,977.739990234375
2021-02-17,979.77001953125
2021-02-18,967.4199829101562
2021-02-19,965.1099853515625
2021-02-22,954.2899780273438
2021-02-23,936.5999755859375
2021-02-24,906.3099975585938
2021-02-25,936.2100219726562
2021-02-26,913.9400024414062
2021-03-02,923.1699829101562
2021-03-03,930.7999877929688
2021-03-04,926.2000122070312
2021-03-05,923.47998046875
2021-03-08,904.77001953125
2021-03-09,896.3599853515625
2021-03-10,890.0700073242188
2021-03-11,908.010009765625
2021-03-12,925.489990234375
2021-03-15,926.9000244140625
2021-03-16,940.6500244140625
2021-03-17,943.780029296875
2021-03-18,949.8300170898438
2021-03-19,952.1099853515625
2021-03-22,955.3800048828125
2021-03-23,946.3099975585938
2021-03-24,953.8200073242188
2021-03-25,954.989990234375
2021-03-26,956.7000122070312
2021-03-29,954.0999755859375
2021-03-30,958.0599975585938
2021-03-31,956.1699829101562
2021-04-01,965.780029296875
2021-04-02,970.0900268554688
2021-04-05,969.77001953125
2021-04-06,968.6300048828125
2021-04-07,973.219970703125
2021-04-08,982.02001953125
2021-04-09,989.3900146484375
2021-04-12,1000.6500244140625
2021-04-13,1010.3699951171875
2021-04-14,1014.4199829101562
2021-04-15,1013.9000244140625
2021-04-16,1021.6199951171875
2021-04-19,1029.4599609375
2021-04-20,1031.8800048828125
2021-04-21,1022.219970703125
2021-04-22,1025.7099609375
2021-04-23,1026.8199462890625
2021-04-26,1030.06005859375
2021-04-27,1021.010009765625
2021-04-28,998.27001953125
2021-04-29,990.6900024414062
2021-04-30,983.4500122070312
2021-05-03,961.8099975585938
2021-05-04,967.2000122070312
2021-05-06,969.989990234375
2021-05-07,978.2999877929688
2021-05-10,992.7999877929688
2021-05-11,978.6099853515625
2021-05-12,967.0999755859375
2021-05-13,951.77001953125
2021-05-14,966.719970703125
2021-05-17,962.5
2021-05-18,969.0999755859375
2021-05-20,971.1300048828125
2021-05-21,965.6300048828125
2021-05-24,948.3699951171875
2021-05-25,962.0700073242188
2021-05-26,966.0599975585938
2021-05-27,974.0800170898438
2021-05-28,977.4600219726562
2021-05-31,981.780029296875
2021-06-01,984.5900268554688
2021-06-02,981.0999755859375
2021-06-03,990.1900024414062
2021-06-04,987.5800170898438
2021-06-07,985.8599853515625
2021-06-08,986.1199951171875
2021-06-09,978.7899780273438
2021-06-10,987.77001953125
2021-06-11,991.1300048828125
2021-06-14,997.4099731445312
2021-06-15,997.3699951171875
2021-06-16,998.489990234375
2021-06-17,1003.719970703125
2021-06-18,1015.8800048828125
2021-06-21,1010.989990234375
2021-06-22,1011.5599975585938
2021-06-23,1016.4600219726562
2021-06-24,1012.6199951171875
2021-06-25,1012.1300048828125
2021-06-28,1017.9099731445312
2021-06-29,1022.52001953125
2021-06-30,1029.9599609375
2021-07-01,1035.6400146484375
2021-07-02,1038.1800537109375
2021-07-05,1047.3299560546875
2021-07-06,1044.9599609375
2021-07-07,1047.3599853515625
2021-07-08,1034.47998046875
2021-07-09,1028.9300537109375
2021-07-12,1034.6400146484375
2021-07-13,1043.31005859375
2021-07-14,1044.97998046875
2021-07-15,1054.31005859375
2021-07-16,1051.97998046875
2021-07-19,1049.8299560546875
2021-07-20,1043.6400146484375
2021-07-21,1042.030029296875
2021-07-22,1050.25
2021-07-23,1055.5
2021-07-26,1047.6300048828125
2021-07-27,1046.550048828125
2021-07-28,1035.6800537109375
2021-07-29,1044.1300048828125
2021-07-30,1031.1400146484375
2021-08-02,1037.800048828125
2021-08-03,1036.1099853515625
2021-08-04,1047.9300537109375
2021-08-05,1059.5400390625
2021-08-06,1059.800048828125
2021-08-09,1060.0
2021-08-10,1052.0699462890625
2021-08-11,1051.9200439453125
2021-08-12,1054.0899658203125
2021-08-13,1040.780029296875
2021-08-17,1011.0499877929688
2021-08-18,1021.0800170898438
2021-08-19,991.1500244140625
2021-08-20,967.9000244140625
2021-08-23,993.1799926757812
2021-08-24,1013.1799926757812
2021-08-25,1017.780029296875
2021-08-26,1020.4400024414062
2021-08-27,1023.510009765625
2021-08-30,1031.8399658203125
2021-08-31,1038.3299560546875
2021-09-01,1045.97998046875
2021-09-02,1047.18994140625
2021-09-03,1053.8499755859375
2021-09-06,1052.9599609375
2021-09-07,1054.4300537109375
2021-09-08,1037.219970703125
2021-09-09,1034.6199951171875
2021-09-10,1037.9100341796875
2021-09-13,1026.3399658203125
2021-09-14,1037.739990234375
2021-09-15,1042.7900390625
2021-09-16,1039.4300537109375
2021-09-17,1046.1199951171875
2021-09-23,1036.260009765625
2021-09-24,1037.030029296875
2021-09-27,1034.8199462890625
2021-09-28,1012.510009765625
2021-09-29,1001.4600219726562
2021-09-30,1003.27001953125
2021-10-01,983.2000122070312
2021-10-05,955.3699951171875
2021-10-06,922.3599853515625
2021-10-07,953.4299926757812
2021-10-08,953.1099853515625
2021-10-12,940.1500244140625
2021-10-13,953.469970703125
2021-10-14,983.4299926757812
2021-10-15,990.5399780273438
2021-10-18,993.8599853515625
2021-10-19,1005.3499755859375
2021-10-20,1001.6199951171875
2021-10-21,993.7000122070312
2021-10-22,995.0700073242188
2021-10-25,994.3099975585938
2021-10-26,1011.760009765625
2021-10-27,1008.9500122070312
2021-10-28,1000.1300048828125
2021-10-29,992.3300170898438
2021-11-01,998.5700073242188
2021-11-02,1009.4400024414062
2021-11-03,1005.0
2021-11-04,1001.4299926757812
2021-11-05,1001.3499755859375
2021-11-08,1002.5
2021-11-09,1008.6799926757812
2021-11-10,987.75
2021-11-11,992.6500244140625
2021-11-12,1009.0700073242188
2021-11-15,1029.030029296875
2021-11-16,1035.4599609375
2021-11-17,1031.260009765625
2021-11-18,1032.77001953125
2021-11-19,1041.9200439453125
2021-11-22,1032.31005859375
2021-11-23,1013.719970703125
2021-11-24,1020.1300048828125
2021-11-25,1015.6599731445312
2021-11-26,1005.8900146484375
2021-11-29,992.3400268554688
2021-11-30,965.6300048828125
2021-12-01,977.1500244140625
2021-12-02,977.4299926757812
2021-12-03,998.469970703125
2021-12-06,991.8699951171875
2021-12-07,996.6400146484375
2021-12-08,1006.0399780273438
2021-12-09,1022.8699951171875
2021-12-10,1011.5700073242188
2021-12-13,1005.9600219726562
2021-12-14,1002.8099975585938
2021-12-15,1003.52001953125
2021-12-16,1007.8599853515625
2021-12-17,1001.260009765625
2021-12-20,990.510009765625
2021-12-21,996.5999755859375
2021-12-22,1000.1300048828125
2021-12-23,1003.3099975585938
2021-12-24,1007.4199829101562
2021-12-27,1011.3599853515625
2021-12-28,1027.43994140625
2021-12-29,1028.050048828125
2021-12-30,1033.97998046875
2022-01-04,1031.6600341796875
2022-01-05,1009.6199951171875
2022-01-06,980.2999877929688
2022-01-07,995.1599731445312
2022-01-10,980.3800048828125
2022-01-11,969.9199829101562
2022-01-12,991.3300170898438
2022-01-13,983.25
2022-01-14,971.3900146484375
2022-01-17,957.9000244140625
2022-01-18,943.9400024414062
2022-01-19,933.9000244140625
2022-01-20,958.7000122070312
2022-01-21,942.8499755859375
2022-01-24,915.4000244140625
2022-01-25,889.4400024414062
2022-01-26,882.0900268554688
2022-01-27,849.22998046875
2022-01-28,872.8699951171875
2022-02-03,891.5999755859375
2022-02-04,902.8699951171875
2022-02-07,899.4000244140625
2022-02-08,895.27001953125
2022-02-09,910.530029296875
2022-02-10,895.6799926757812
2022-02-11,877.4199829101562
2022-02-14,852.7899780273438
2022-02-15,839.9199829101562
2022-02-16,878.1500244140625
2022-02-17,874.219970703125
2022-02-18,881.7100219726562
2022-02-21,884.25
2022-02-22,868.1099853515625
2022-02-23,877.3300170898438
2022-02-24,848.2100219726562
2022-02-25,872.97998046875
2022-02-28,881.0700073242188
2022-03-02,895.4500122070312
2022-03-03,912.3200073242188
2022-03-04,900.9600219726562
2022-03-07,881.5399780273438
2022-03-08,870.1400146484375
2022-03-10,889.0800170898438
2022-03-11,891.7100219726562
2022-03-14,872.4400024414062
2022-03-15,871.219970703125
2022-03-16,891.7999877929688
2022-03-17,914.1300048828125
2022-03-18,922.9600219726562
2022-03-21,918.4000244140625
2022-03-22,924.6699829101562
2022-03-23,930.5700073242188
2022-03-24,931.75
2022-03-25,934.6900024414062
2022-03-28,927.1099853515625
2022-03-29,937.8300170898438
2022-03-30,939.0700073242188
2022-03-31,944.530029296875
2022-04-01,940.5700073242188
2022-04-04,947.3200073242188
2022-04-05,952.469970703125
2022-04-06,943.1300048828125
2022-04-07,927.9500122070312
2022-04-08,934.72998046875
2022-04-11,921.8300170898438
2022-04-12,913.8200073242188
2022-04-13,927.3099975585938
2022-04-14,928.010009765625
2022-04-15,924.4400024414062
2022-04-18,918.22998046875
2022-04-19,931.5599975585938
2022-04-20,928.9299926757812
2022-04-21,929.6799926757812
2022-04-22,922.780029296875
2022-04-25,899.8400268554688
2022-04-26,911.1599731445312
2022-04-27,896.1799926757812
2022-04-28,892.219970703125
2022-04-29,904.75
2022-05-02,901.8200073242188
2022-05-03,907.5700073242188
2022-05-04,900.0599975585938
2022-05-06,884.219970703125
2022-05-10,856.1400146484375
2022-05-11,866.3400268554688
2022-05-12,833.6599731445312
2022-05-13,853.0800170898438
2022-05-16,856.25
2022-05-17,865.97998046875
2022-05-18,865.97998046875
2022-05-19,863.7999877929688
2022-05-20,879.8800048828125
2022-05-23,883.5900268554688
2022-05-24,865.0700073242188
2022-05-25,872.6900024414062
2022-05-26,871.4299926757812
2022-05-27,873.969970703125
2022-05-30,886.4400024414062
2022-05-31,893.3599853515625
2022-06-02,891.1400146484375
2022-06-03,891.510009765625
2022-06-07,873.780029296875
2022-06-08,874.9500122070312
2022-06-09,877.1799926757812
2022-06-10,869.8599853515625
2022-06-13,828.77001953125
2022-06-14,823.5800170898438
2022-06-15,799.4099731445312
2022-06-16,802.1500244140625
2022-06-17,798.6900024414062
2022-06-20,769.9199829101562
2022-06-21,778.2999877929688
2022-06-22,746.9600219726562
2022-06-23,714.3800048828125
2022-06-24,750.2999877929688
2022-06-27,770.5999755859375
2022-06-28,769.510009765625
2022-06-29,762.3499755859375
2022-06-30,745.4400024414062
2022-07-01,729.47998046875
2022-07-04,722.72998046875
2022-07-05,750.9500122070312
2022-07-06,744.6300048828125
2022-07-07,757.969970703125
2022-07-08,766.47998046875
2022-07-11,767.0399780273438
2022-07-12,750.780029296875
2022-07-13,763.1799926757812
2022-07-14,766.0800170898438
2022-07-15,762.3900146484375
2022-07-18,776.719970703125
2022-07-19,782.3300170898438
2022-07-20,790.719970703125
2022-07-21,795.1500244140625
2022-07-22,789.75
2022-07-25,789.6900024414062
2022-07-26,789.9299926757812
2022-07-27,795.7000122070312
2022-07-28,798.3200073242188
2022-07-29,803.6199951171875
2022-08-01,807.6099853515625
2022-08-02,804.3400268554688
2022-08-03,815.3599853515625
2022-08-04,825.1599731445312
2022-08-05,831.6400146484375
2022-08-08,830.8599853515625
2022-08-09,833.6500244140625
2022-08-10,820.27001953125
2022-08-11,832.1500244140625
2022-08-12,831.6300048828125
2022-08-16,834.739990234375
2022-08-17,827.4199829101562
2022-08-18,826.0599975585938
2022-08-19,814.1699829101562
2022-08-22,795.8699951171875
2022-08-23,783.4199829101562
2022-08-24,793.1400146484375
2022-08-25,807.3699951171875
2022-08-26,802.4500122070312
2022-08-29,779.8900146484375
2022-08-30,797.02001953125
2022-08-31,807.0399780273438
2022-09-01,788.3200073242188
2022-09-02,785.8800048828125
2022-09-05,771.4299926757812
2022-09-06,779.4600219726562
2022-09-07,768.1900024414062
2022-09-08,777.8099975585938
2022-09-13,796.7899780273438
2022-09-14,782.9299926757812
2022-09-15,781.3800048828125
2022-09-16,770.0399780273438
2022-09-19,751.9099731445312
2022-09-20,760.3499755859375
2022-09-21,754.8900146484375
2022-09-22,751.4099731445312
2022-09-23,729.3599853515625
2022-09-26,692.3699951171875
2022-09-27,698.1099853515625
2022-09-28,673.8699951171875
2022-09-29,675.0700073242188
2022-09-30,672.6500244140625
2022-10-04,696.7899780273438
2022-10-05,685.3400268554688
2022-10-06,706.010009765625
2022-10-07,698.489990234375
2022-10-11,669.5
2022-10-12,671.6699829101562
2022-10-13,651.5900268554688
2022-10-14,678.239990234375
2022-10-17,682.0
2022-10-18,697.0900268554688
2022-10-19,690.5599975585938
2022-10-20,680.4400024414062
2022-10-21,674.47998046875
2022-10-24,688.5
2022-10-25,688.8499755859375
2022-10-26,683.1699829101562
2022-10-27,695.0900268554688
2022-10-28,687.6300048828125
2022-10-31,695.3300170898438
2022-11-01,700.0499877929688
2022-11-02,697.3699951171875
2022-11-03,694.1300048828125
2022-11-04,693.8900146484375
2022-11-07,700.47998046875
2022-11-08,713.3300170898438
2022-11-09,714.5999755859375
2022-11-10,707.780029296875
2022-11-11,731.219970703125
2022-11-14,729.5399780273438
2022-11-15,744.9600219726562
2022-11-16,743.0999755859375
2022-11-17,737.5399780273438
2022-11-18,731.9199829101562
2022-11-21,718.5700073242188
2022-11-22,712.260009765625
2022-11-23,725.5900268554688
2022-11-24,738.219970703125
2022-11-25,733.5599975585938
2022-11-28,717.9000244140625
2022-11-29,727.5399780273438
2022-11-30,729.5399780273438
2022-12-01,740.5999755859375
2022-12-02,732.9500122070312
2022-12-05,733.3200073242188
2022-12-06,719.4400024414062
2022-12-07,718.1400146484375
2022-12-08,712.52001953125
2022-12-09,719.489990234375
2022-12-12,715.219970703125
2022-12-13,715.1599731445312
2022-12-14,729.0
2022-12-15,722.6799926757812
2022-12-16,717.4099731445312
2022-12-19,717.219970703125
2022-12-20,703.1300048828125
2022-12-21,705.7000122070312
2022-12-22,715.02001953125
2022-12-23,691.25
2022-12-27,704.1900024414062
2022-12-28,692.3699951171875
2022-12-29,679.2899780273438
2023-01-02,671.510009765625
2023-01-03,674.9500122070312
2023-01-04,683.6699829101562
2023-01-05,679.9199829101562
2023-01-06,688.9400024414062
2023-01-09,701.2100219726562
2023-01-10,696.0499877929688
2023-01-11,709.77001953125
2023-01-12,710.8200073242188
2023-01-13,711.8200073242188
2023-01-16,716.8900146484375
2023-01-17,709.7100219726562
2023-01-18,711.75
2023-01-19,712.8900146484375
2023-01-20,717.969970703125
2023-01-25,732.3499755859375
2023-01-26,738.9400024414062
2023-01-27,741.25
2023-01-30,738.6199951171875
2023-01-31,740.489990234375
2023-02-01,750.9600219726562
2023-02-02,764.6199951171875
2023-02-03,766.7899780273438
2023-02-06,761.3300170898438
2023-02-07,772.7899780273438
2023-02-08,779.97998046875
2023-02-09,784.5800170898438
2023-02-10,772.4400024414062
2023-02-13,772.5499877929688
2023-02-14,779.5800170898438
2023-02-15,765.4600219726562
2023-02-16,784.7100219726562
2023-02-17,775.6199951171875
2023-02-20,788.8900146484375
2023-02-21,793.4199829101562
2023-02-22,778.510009765625
2023-02-23,783.280029296875
2023-02-24,778.8800048828125
2023-02-27,780.2999877929688
2023-02-28,791.5999755859375
2023-03-02,787.1900024414062
2023-03-03,802.4199829101562
2023-03-06,816.510009765625
2023-03-07,815.760009765625
2023-03-08,813.9500122070312
2023-03-09,809.219970703125
2023-03-10,788.5999755859375
2023-03-13,788.8900146484375
2023-03-14,758.0499877929688
2023-03-15,781.1699829101562
2023-03-16,781.97998046875
2023-03-17,797.3900146484375
2023-03-20,802.2000122070312
2023-03-21,802.530029296875
2023-03-22,813.4299926757812
2023-03-23,812.1900024414062
2023-03-24,824.1099853515625
2023-03-27,827.6900024414062
2023-03-28,833.510009765625
2023-03-29,843.9400024414062
2023-03-30,850.47998046875
2023-03-31,847.52001953125
2023-04-03,854.9600219726562
2023-04-04,857.1799926757812
2023-04-05,872.3599853515625
2023-04-06,865.5800170898438
2023-04-07,880.0700073242188
2023-04-10,887.780029296875
2023-04-11,898.9400024414062
2023-04-12,890.6199951171875
2023-04-13,894.25
2023-04-14,903.8400268554688
2023-04-17,909.5
2023-04-18,909.02001953125
2023-04-19,909.2000122070312
2023-04-20,885.7100219726562
2023-04-21,868.8200073242188
2023-04-24,855.22998046875
2023-04-25,838.7100219726562
2023-04-26,830.4400024414062
2023-04-27,850.2100219726562
2023-04-28,842.8300170898438
2023-05-02,855.6099853515625
2023-05-03,843.1799926757812
2023-05-04,845.0599975585938
2023-05-08,842.280029296875
2023-05-09,835.8499755859375
2023-05-10,829.739990234375
2023-05-11,824.5399780273438
2023-05-12,822.4299926757812
2023-05-15,814.530029296875
2023-05-16,816.75
2023-05-17,834.1900024414062
2023-05-18,835.8900146484375
2023-05-19,841.719970703125
2023-05-22,852.0399780273438
2023-05-23,859.1599731445312
2023-05-24,855.4600219726562
2023-05-25,847.719970703125
2023-05-26,843.22998046875
2023-05-30,851.5
2023-05-31,856.9400024414062
2023-06-01,863.780029296875
2023-06-02,868.0599975585938
2023-06-05,870.280029296875
2023-06-07,880.719970703125
2023-06-08,876.1300048828125
2023-06-09,883.7100219726562
2023-06-12,885.760009765625
2023-06-13,896.8099975585938
2023-06-14,871.8300170898438
2023-06-15,878.0399780273438
2023-06-16,887.9500122070312
2023-06-19,888.6099853515625
2023-06-20,886.4099731445312
2023-06-21,875.7000122070312
2023-06-22,876.3800048828125
2023-06-23,874.8400268554688
2023-06-26,879.5
2023-06-27,874.1400146484375
2023-06-28,866.969970703125
2023-06-29,861.7899780273438
2023-06-30,868.239990234375
2023-07-03,889.2899780273438
2023-07-04,890.0
2023-07-05,891.1799926757812
2023-07-06,870.530029296875
2023-07-07,867.27001953125
2023-07-10,860.3499755859375
2023-07-11,878.72998046875
2023-07-12,879.8800048828125
2023-07-13,893.0700073242188
2023-07-14,896.280029296875
2023-07-17,898.2899780273438
2023-07-18,914.1400146484375
2023-07-19,923.719970703125
2023-07-20,931.5999755859375
